CASRNUID	CASRN	TestSubstance_ChemName	Molecular_Formular	IUPAC_Name	InChI	InChIKey	SMILES
3400	25057-89-0	Bentazone	C10H12N2O3S	2,2-dioxo-3-propan-2-yl-1H-2$l^{6},1,3-benzothiadiazin-4-one	InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3	ZOMSMJKLGFBRBS-UHFFFAOYSA-N	CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2
3401	25059-80-7	Benazolin-ethyl	C11H10ClNO3S	ethyl 2-(4-chloro-2-oxo-1,3-benzothiazol-3-yl)acetate	InChI=1S/C11H10ClNO3S/c1-2-16-9(14)6-13-10-7(12)4-3-5-8(10)17-11(13)15/h3-5H,2,6H2,1H3	WQRCEBAZAUAUQC-UHFFFAOYSA-N	CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12
3402	2508-47-6	Estriol benzoate diacetate	C29H32O6	[(16R,17R)-16,17-diacetyloxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl] benzoate	InChI=1S/C29H32O6/c1-17(30)33-26-16-25-24-11-9-20-15-21(35-28(32)19-7-5-4-6-8-19)10-12-22(20)23(24)13-14-29(25,3)27(26)34-18(2)31/h4-8,10,12,15,23-27H,9,11,13-14,16H2,1-3H3/t23?,24?,25?,26-,27+,29?/m1/s1	VQHGRIUWSVCJPX-ULPOLMMYSA-N	CC(=O)O[C@@H]1CC2C3CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4C3CCC2(C)[C@H]1OC(C)=O
3403	2508-72-7	Antazoline hydrochloride	C17H20ClN3	N-benzyl-N-(4,5-dihydro-1H-imidazol-2-ylmethyl)aniline;hydrochloride	InChI=1S/C17H19N3.ClH/c1-3-7-15(8-4-1)13-20(14-17-18-11-12-19-17)16-9-5-2-6-10-16;/h1-10H,11-14H2,(H,18,19);1H	SWKDMSRRIBZZAY-UHFFFAOYSA-N	Cl.C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1
3404	2508-79-4	Methyldopate hydrochloride	C12H18ClNO4	ethyl (2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoate;hydrochloride	InChI=1S/C12H17NO4.ClH/c1-3-17-11(16)12(2,13)7-8-4-5-9(14)10(15)6-8;/h4-6,14-15H,3,7,13H2,1-2H3;1H/t12-;/m0./s1	QSRVZCCJDKYRRF-YDALLXLXSA-N	Cl.CCOC(=O)[C@@](C)(N)CC1=CC=C(O)C(O)=C1
3405	2510-55-6	9-Cyanophenanthrene	C15H9N	phenanthrene-9-carbonitrile	InChI=1S/C15H9N/c16-10-12-9-11-5-1-2-6-13(11)15-8-4-3-7-14(12)15/h1-9H	CWFIYYOQYVYBPW-UHFFFAOYSA-N	N#CC1=CC2=C(C=CC=C2)C2=C1C=CC=C2
3406	25103-09-7	Isooctyl 2-mercaptoacetate	C10H20O2S	6-methylheptyl 2-sulfanylacetate	InChI=1S/C10H20O2S/c1-9(2)6-4-3-5-7-12-10(11)8-13/h9,13H,3-8H2,1-2H3	RZBBHEJLECUBJT-UHFFFAOYSA-N	CC(C)CCCCCOC(=O)CS
3407	25103-58-6	tert-Dodecanethiol	C12H26S	2,3,3,4,4,5-hexamethylhexane-2-thiol	InChI=1S/C12H26S/c1-9(2)10(3,4)11(5,6)12(7,8)13/h9,13H,1-8H3	YAJYJWXEWKRTPO-UHFFFAOYSA-N	CC(C)C(C)(C)C(C)(C)C(C)(C)S
3408	25122-41-2	Clobetasol	C22H28ClFO4	(8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-chloroacetyl)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one	InChI=1S/C22H28ClFO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,24)17(26)10-20(16,3)22(12,28)18(27)11-23/h6-7,9,12,15-17,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1	FCSHDIVRCWTZOX-DVTGEIKXSA-N	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
3409	25122-46-7	Clobetasol propionate	C25H32ClFO5	[(8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-chloroacetyl)-9-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate	InChI=1S/C25H32ClFO5/c1-5-21(31)32-25(20(30)13-26)14(2)10-18-17-7-6-15-11-16(28)8-9-22(15,3)24(17,27)19(29)12-23(18,25)4/h8-9,11,14,17-19,29H,5-7,10,12-13H2,1-4H3/t14-,17-,18-,19-,22-,23-,24-,25-/m0/s1	CBGUOGMQLZIXBE-XGQKBEPLSA-N	CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl
3410	25122-57-0	Clobetasone butyrate	C26H32ClFO5	[(8S,9R,10S,13S,14S,16S,17R)-17-(2-chloroacetyl)-9-fluoro-10,13,16-trimethyl-3,11-dioxo-7,8,12,14,15,16-hexahydro-6H-cyclopenta[a]phenanthren-17-yl] butanoate	InChI=1S/C26H32ClFO5/c1-5-6-22(32)33-26(21(31)14-27)15(2)11-19-18-8-7-16-12-17(29)9-10-23(16,3)25(18,28)20(30)13-24(19,26)4/h9-10,12,15,18-19H,5-8,11,13-14H2,1-4H3/t15-,18-,19-,23-,24-,25-,26-/m0/s1	FBRAWBYQGRLCEK-AVVSTMBFSA-N	CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]12C)C(=O)CCl
3411	25126-32-3	Sincalide	C49H62N10O16S3	(3S)-3-amino-4-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-2-oxoethyl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]amino]-1-oxo-3-(4-sulfooxyphenyl)propan-2-yl]amino]-4-oxobutanoic acid	InChI=1S/C49H62N10O16S3/c1-76-18-16-34(55-47(69)37(58-44(66)32(50)23-41(61)62)21-28-12-14-30(15-13-28)75-78(72,73)74)45(67)53-26-40(60)54-38(22-29-25-52-33-11-7-6-10-31(29)33)48(70)56-35(17-19-77-2)46(68)59-39(24-42(63)64)49(71)57-36(43(51)65)20-27-8-4-3-5-9-27/h3-15,25,32,34-39,52H,16-24,26,50H2,1-2H3,(H2,51,65)(H,53,67)(H,54,60)(H,55,69)(H,56,70)(H,57,71)(H,58,66)(H,59,68)(H,61,62)(H,63,64)(H,72,73,74)/t32-,34-,35-,36-,37-,38-,39-/m0/s1	IZTQOLKUZKXIRV-YRVFCXMDSA-N	CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
3412	25134-21-8	4,7-Methanoisobenzofuran-1,3-dione, 3a,4,7,7a-tetrahydromethyl-, (3aR,4S,7R,7aS)-rel-	C10H10O3		InChI=1S/C10H10O3/c1-10-6-3-2-5(4-6)7(10)8(11)13-9(10)12/h2-3,5-7H,4H2,1H3/t5-,6+,7+,10+/m0/s1	LTVUCOSIZFEASK-MPXCPUAZSA-N	C[C@@]12[C@H]3C[C@H](C=C3)[C@@H]1C(=O)OC2=O
3413	25152-84-5	(E,E)-2,4-Decadienal	C10H16O	(2E,4E)-deca-2,4-dienal	InChI=1S/C10H16O/c1-2-3-4-5-6-7-8-9-10-11/h6-10H,2-5H2,1H3/b7-6+,9-8+	JZQKTMZYLHNFPL-BLHCBFLLSA-N	CCCCC\C=C\C=C\C=O
3414	25152-85-6	(3Z)-Hex-3-en-1-yl benzoate	C13H16O2	[(Z)-hex-3-enyl] benzoate	InChI=1S/C13H16O2/c1-2-3-4-8-11-15-13(14)12-9-6-5-7-10-12/h3-7,9-10H,2,8,11H2,1H3/b4-3-	BCOXBEHFBZOJJZ-ARJAWSKDSA-N	CC\C=C/CCOC(=O)C1=CC=CC=C1
3415	25155-18-4	Methylbenzethonium chloride	C28H44ClNO2	benzyl-dimethyl-[2-[2-[3-methyl-4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethyl]azanium;chloride	InChI=1S/C28H44NO2.ClH/c1-23-20-25(14-15-26(23)28(5,6)22-27(2,3)4)31-19-18-30-17-16-29(7,8)21-24-12-10-9-11-13-24;/h9-15,20H,16-19,21-22H2,1-8H3;1H/q+1;/p-1	WYWSKWZUWZLELX-UHFFFAOYSA-M	[Cl-].CC1=CC(OCCOCC[N+](C)(C)CC2=CC=CC=C2)=CC=C1C(C)(C)CC(C)(C)C
3416	25155-23-1	TXP	C24H27O4P	tris(3,5-dimethylphenyl) phosphate	InChI=1S/C24H27O4P/c1-16-7-17(2)11-22(10-16)26-29(25,27-23-12-18(3)8-19(4)13-23)28-24-14-20(5)9-21(6)15-24/h7-15H,1-6H3	LLPMAOBOEQFPRE-UHFFFAOYSA-N	CC1=CC(=CC(=C1)OP(=O)(OC2=CC(=CC(=C2)C)C)OC3=CC(=CC(=C3)C)C)C
3417	25155-30-0	Sodium dodecylbenzenesulfonate	C18H29NaO3S	sodium;4-dodecan-3-ylbenzenesulfonate	InChI=1S/C18H30O3S.Na/c1-3-5-6-7-8-9-10-11-16(4-2)17-12-14-18(15-13-17)22(19,20)21;/h12-16H,3-11H2,1-2H3,(H,19,20,21);/q;+1/p-1	HOXWFOVSCUWIEH-UHFFFAOYSA-M	CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+]
3418	251565-85-2	Tesaglitazar	C20H24O7S	(2R)-2-ethoxy-3-[4-[2-(4-methylsulfonyloxyphenyl)ethoxy]phenyl]propanoic acid	InChI=1S/C20H24O7S/c1-3-25-19(20(21)22)14-16-6-8-17(9-7-16)26-13-12-15-4-10-18(11-5-15)27-28(2,23)24/h4-11,19H,3,12-14H2,1-2H3,(H,21,22)/t19-/m1/s1	CXGTZJYQWSUFET-LJQANCHMSA-N	CCO[C@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O
3419	2516-40-7	2-Bromobenzothiazole	C7H4BrNS	2-bromo-1,3-benzothiazole	InChI=1S/C7H4BrNS/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H	DRLMMVPCYXFPEP-UHFFFAOYSA-N	BrC1=NC2=C(S1)C=CC=C2
3420	25162-00-9	D-Nicotine	C10H14N2	3-[(2R)-1-methylpyrrolidin-2-yl]pyridine	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m1/s1	SNICXCGAKADSCV-SNVBAGLBSA-N	CN1CCC[C@@H]1C1=CN=CC=C1
3421	25167-70-8	2,4,4-Trimethylpentene	C8H16	2,4,4-trimethylpent-1-ene	InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3	FXNDIJDIPNCZQJ-UHFFFAOYSA-N	CC(=C)CC(C)(C)C
3422	25168-05-2	Chlorotoluene	C7H7Cl	1-chloro-3-methylbenzene	InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3	OSOUNOBYRMOXQQ-UHFFFAOYSA-N	CC1=CC(=CC=C1)Cl
3423	25168-26-7	2,4-D isooctyl ester	C16H22Cl2O3	2-ethylhexyl 2-(2,4-dichlorophenoxy)acetate	InChI=1S/C16H22Cl2O3/c1-3-5-6-12(4-2)10-21-16(19)11-20-15-8-7-13(17)9-14(15)18/h7-9,12H,3-6,10-11H2,1-2H3	QZSFJRIWRPJUOH-UHFFFAOYSA-N	CCCCC(CC)COC(=O)COC1=C(C=C(C=C1)Cl)Cl
3424	2517-43-3	3-Methoxybutan-1-ol	C5H12O2	3-methoxybutan-1-ol	InChI=1S/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3	JSGVZVOGOQILFM-UHFFFAOYSA-N	COC(C)CCO
3425	25209-66-9	N,N-Bis(2-hydroxyethyl)formamide	C5H11NO3	N,N-bis(2-hydroxyethyl)formamide	InChI=1S/C5H11NO3/c7-3-1-6(5-9)2-4-8/h5,7-8H,1-4H2	AGQSGSYOSSBGLI-UHFFFAOYSA-N	OCCN(CCO)C=O
3426	25211-86-3	Etidronic acid monohydrate	C2H10O8P2	(1-hydroxy-1-phosphonoethyl)phosphonic acid;hydrate	InChI=1S/C2H8O7P2.H2O/c1-2(3,10(4,5)6)11(7,8)9;/h3H,1H3,(H2,4,5,6)(H2,7,8,9);1H2	KKNZXUHBWLPUFN-UHFFFAOYSA-N	O.CC(O)(P(O)(O)=O)P(O)(O)=O
3427	2524-03-0	O,O-Dimethyl chlorothiophosphate	C2H6ClO2PS	chloro-dimethoxy-sulfanylidene-$l^{5}-phosphane	InChI=1S/C2H6ClO2PS/c1-4-6(3,7)5-2/h1-2H3	XFBJRFNXPUCPKU-UHFFFAOYSA-N	COP(Cl)(=S)OC
3428	2524-04-01	O,O-Diethyl chlorothiophosphate	C4H10ClO2PS	chloro-diethoxy-sulfanylidene-$l^{5}-phosphane	InChI=1S/C4H10ClO2PS/c1-3-6-8(5,9)7-4-2/h3-4H2,1-2H3	KMJJJTCKNZYTEY-UHFFFAOYSA-N	CCOP(Cl)(=S)OCC
3429	2524-64-3	Diphenyl phosphorochloridate	C12H10ClO3P	[chloro(phenoxy)phosphoryl]oxybenzene	InChI=1S/C12H10ClO3P/c13-17(14,15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H	BHIIGRBMZRSDRI-UHFFFAOYSA-N	ClP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
3430	25265-71-8	Dipropylene glycol	C6H14O3	1-(1-hydroxypropoxy)propan-1-ol	InChI=1S/C6H14O3/c1-3-5(7)9-6(8)4-2/h5-8H,3-4H2,1-2H3	QYSXYAURTRCDJU-UHFFFAOYSA-N	CCC(O)OC(CC)O
3431	25265-77-4	2,2,4-Trimethyl-1,3-pentanediol monoisobutyrate	C12H24O3	(3-hydroxy-2,2,4-trimethylpentyl) 2-methylpropanoate	InChI=1S/C12H24O3/c1-8(2)10(13)12(5,6)7-15-11(14)9(3)4/h8-10,13H,7H2,1-6H3	DAFHKNAQFPVRKR-UHFFFAOYSA-N	CC(C)C(C(C)(C)COC(=O)C(C)C)O
3432	2528-16-7	Monobenzyl phthalate	C15H12O4	2-phenylmethoxycarbonylbenzoic acid	InChI=1S/C15H12O4/c16-14(17)12-8-4-5-9-13(12)15(18)19-10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)	XIKIUQUXDNHBFR-UHFFFAOYSA-N	OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1
3433	2529-45-5	Flurogestone acetate	C23H31FO5	[(8S,9R,10S,11S,13S,14S,17R)-17-acetyl-9-fluoro-11-hydroxy-10,13-dimethyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl] acetate	InChI=1S/C23H31FO5/c1-13(25)22(29-14(2)26)10-8-17-18-6-5-15-11-16(27)7-9-20(15,3)23(18,24)19(28)12-21(17,22)4/h11,17-19,28H,5-10,12H2,1-4H3/t17-,18-,19-,20-,21-,22-,23-/m0/s1	JKQQZJHNUVDHKP-FQJIPJFPSA-N	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(C)=O
3434	253-52-1	Phthalazine	C8H6N2	phthalazine	InChI=1S/C8H6N2/c1-2-4-8-6-10-9-5-7(8)3-1/h1-6H	LFSXCDWNBUNEEM-UHFFFAOYSA-N	C1=CC=C2C=NN=CC2=C1
3435	2530-83-8	Trimethoxy[3-(oxiran-2-ylmethoxy)propyl]silane	C9H20O5Si	trimethoxy-[3-(oxiran-2-ylmethoxy)propyl]silane	InChI=1S/C9H20O5Si/c1-10-15(11-2,12-3)6-4-5-13-7-9-8-14-9/h9H,4-8H2,1-3H3	BPSIOYPQMFLKFR-UHFFFAOYSA-N	CO[Si](CCCOCC1CO1)(OC)OC
3436	2530-85-0	3-(Trimethoxysilyl)propyl methacrylate	C10H20O5Si	3-trimethoxysilylpropyl 2-methylprop-2-enoate	InChI=1S/C10H20O5Si/c1-9(2)10(11)15-7-6-8-16(12-3,13-4)14-5/h1,6-8H2,2-5H3	XDLMVUHYZWKMMD-UHFFFAOYSA-N	CO[Si](CCCOC(=O)C(C)=C)(OC)OC
3437	2530-87-2	(3-Chloropropyl)trimethoxysilane	C6H15ClO3Si	3-chloropropyl(trimethoxy)silane	InChI=1S/C6H15ClO3Si/c1-8-11(9-2,10-3)6-4-5-7/h4-6H2,1-3H3	OXYZDRAJMHGSMW-UHFFFAOYSA-N	CO[Si](CCCCl)(OC)OC
3438	2531-84-2	2-Methyl phenanthrene	C15H12	2-methylphenanthrene	InChI=1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3	KANLOADZXMMCQA-UHFFFAOYSA-N	CC1=CC=C2C(C=CC3=CC=CC=C23)=C1
3439	25311-71-1	Isofenphos	C15H24NO4PS	propan-2-yl 2-[ethoxy-(propan-2-ylamino)phosphinothioyl]oxybenzoate	InChI=1S/C15H24NO4PS/c1-6-18-21(22,16-11(2)3)20-14-10-8-7-9-13(14)15(17)19-12(4)5/h7-12H,6H2,1-5H3,(H,16,22)	HOQADATXFBOEGG-UHFFFAOYSA-N	CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C
3440	25316-40-9	Adriamycin hydrochloride	C27H30ClNO11	(7S,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione;hydrochloride	InChI=1S/C27H29NO11.ClH/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34;/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3;1H/t10-,13-,15-,17-,22+,27-;/m0./s1	MWWSFMDVAYGXBV-RUELKSSGSA-N	Cl.COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(=O)CO)C(=O)C2=CC=C1
3441	25321-09-9	Diisopropylbenzene	C12H18	1,2-di(propan-2-yl)benzene	InChI=1S/C12H18/c1-9(2)11-7-5-6-8-12(11)10(3)4/h5-10H,1-4H3	OKIRBHVFJGXOIS-UHFFFAOYSA-N	CC(C)C1=CC=CC=C1C(C)C
3442	25322-69-4	Polypropylene glycol	C3H8O2	propane-1,2-diol	InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3	DNIAPMSPPWPWGF-UHFFFAOYSA-N	CC(CO)O
3443	25327-89-3	Benzene, 1,1'-(1-methylethylidene)bis[3,5-dibromo-4-(2-propenyloxy)-	C21H20Br4O2	1,3-dibromo-5-[2-(3,5-dibromo-4-prop-2-enoxyphenyl)propan-2-yl]-2-prop-2-enoxybenzene	InChI=1S/C21H20Br4O2/c1-5-7-26-19-15(22)9-13(10-16(19)23)21(3,4)14-11-17(24)20(18(25)12-14)27-8-6-2/h5-6,9-12H,1-2,7-8H2,3-4H3	PWXTUWQHMIFLKL-UHFFFAOYSA-N	CC(C)(C1=CC(Br)=C(OCC=C)C(Br)=C1)C1=CC(Br)=C(OCC=C)C(Br)=C1
3444	25332-39-2	Trazodone hydrochloride	C19H23Cl2N5O	2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one;hydrochloride	InChI=1S/C19H22ClN5O.ClH/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25;/h1-3,5-7,9,15H,4,8,10-14H2;1H	OHHDIOKRWWOXMT-UHFFFAOYSA-N	Cl.ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
3445	25339-09-7	Isocetyl stearate	C34H68O2	14-methylpentadecyl octadecanoate	InChI=1S/C34H68O2/c1-4-5-6-7-8-9-10-11-12-13-16-19-22-25-28-31-34(35)36-32-29-26-23-20-17-14-15-18-21-24-27-30-33(2)3/h33H,4-32H2,1-3H3	LGEZTMRIZWCDLW-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C
3446	25340-17-4	Diethylbenzene	C10H14	1,2-diethylbenzene	InChI=1S/C10H14/c1-3-9-7-5-6-8-10(9)4-2/h5-8H,3-4H2,1-2H3	KVNYFPKFSJIPBJ-UHFFFAOYSA-N	CCC1=CC=CC=C1CC
3447	253450-09-8	Besonprodil	C21H23FN2O3S	6-[2-[4-[(4-fluorophenyl)methyl]piperidin-1-yl]ethylsulfinyl]-3H-1,3-benzoxazol-2-one	InChI=1S/C21H23FN2O3S/c22-17-3-1-15(2-4-17)13-16-7-9-24(10-8-16)11-12-28(26)18-5-6-19-20(14-18)27-21(25)23-19/h1-6,14,16H,7-13H2,(H,23,25)	FCBQJNCAKZSIAH-UHFFFAOYSA-N	FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1
3448	25354-97-6	2-Hexyldecanoic acid	C16H32O2	2-hexyldecanoic acid	InChI=1S/C16H32O2/c1-3-5-7-9-10-12-14-15(16(17)18)13-11-8-6-4-2/h15H,3-14H2,1-2H3,(H,17,18)	JMOLZNNXZPAGBH-UHFFFAOYSA-N	CCCCCCCCC(CCCCCC)C(O)=O
3449	25360-10-5	tert-Nonanethiol	C9H20S	2-methyloctane-2-thiol	InChI=1S/C9H20S/c1-4-5-6-7-8-9(2,3)10/h10H,4-8H2,1-3H3	MPBLPZLNKKGCGP-UHFFFAOYSA-N	CCCCCCC(C)(C)S
3450	25371-96-4	1-[2-(Trifluoromethyl)phenyl]-1H-imidazole	C10H7F3N2	1-[2-(trifluoromethyl)phenyl]imidazole	InChI=1S/C10H7F3N2/c11-10(12,13)8-3-1-2-4-9(8)15-6-5-14-7-15/h1-7H	WZBWBNCQUTXYEL-UHFFFAOYSA-N	FC(F)(F)C1=C(C=CC=C1)N1C=CN=C1
3451	25377-73-5	3-(Dodecenyl)dihydro-2,5-furandione	C16H26O3	3-dodec-1-enyloxolane-2,5-dione	InChI=1S/C16H26O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-13-15(17)19-16(14)18/h11-12,14H,2-10,13H2,1H3	WVRNUXJQQFPNMN-UHFFFAOYSA-N	CCCCCCCCCCC=CC1CC(=O)OC1=O
3452	25389-94-0	Kanamycin A sulfate	C18H38N4O15S	(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol;sulfuric acid	InChI=1S/C18H36N4O11.H2O4S/c19-2-6-10(25)12(27)13(28)18(30-6)33-16-5(21)1-4(20)15(14(16)29)32-17-11(26)8(22)9(24)7(3-23)31-17;1-5(2,3)4/h4-18,23-29H,1-3,19-22H2;(H2,1,2,3,4)/t4-,5+,6-,7-,8+,9-,10-,11-,12+,13-,14-,15+,16-,17-,18-;/m1./s1	OOYGSFOGFJDDHP-KMCOLRRFSA-N	OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
3453	25439-20-7	N,N-Dimethyl-2-(2-phenylacetamido)acetamide	C12H16N2O2	N-[2-(dimethylamino)-2-oxoethyl]-2-phenylacetamide	InChI=1S/C12H16N2O2/c1-14(2)12(16)9-13-11(15)8-10-6-4-3-5-7-10/h3-7H,8-9H2,1-2H3,(H,13,15)	OZTTXCISDPJUDI-UHFFFAOYSA-N	CN(C)C(=O)CNC(=O)CC1=CC=CC=C1
3454	25447-66-9	Dihydroergocriptine	C32H43N5O5		InChI=1S/C32H43N5O5/c1-17(2)12-25-29(39)36-11-7-10-26(36)32(41)37(25)30(40)31(42-32,18(3)4)34-28(38)20-13-22-21-8-6-9-23-27(21)19(15-33-23)14-24(22)35(5)16-20/h6,8-9,15,17-18,20,22,24-26,33,41H,7,10-14,16H2,1-5H3,(H,34,38)/t20-,22-,24-,25+,26+,31-,32+/m1/s1	PBUNVLRHZGSROC-VTIMJTGVSA-N	CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C
3455	2545-59-7	2,4,5-T-butotyl	C14H17Cl3O4	2-butoxyethyl 2-(2,4,5-trichlorophenoxy)acetate	InChI=1S/C14H17Cl3O4/c1-2-3-4-19-5-6-20-14(18)9-21-13-8-11(16)10(15)7-12(13)17/h7-8H,2-6,9H2,1H3	GLDWASBMYWLQGG-UHFFFAOYSA-N	CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1
3456	25451-15-4	Felbamate	C11H14N2O4	(3-carbamoyloxy-2-phenylpropyl) carbamate	InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15)	WKGXYQFOCVYPAC-UHFFFAOYSA-N	NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
3457	254877-67-3	Ataciguat	C21H19Cl2N3O6S3	5-chloro-2-[(5-chlorothiophen-2-yl)sulfonylamino]-N-(4-morpholin-4-ylsulfonylphenyl)benzamide	InChI=1S/C21H19Cl2N3O6S3/c22-14-1-6-18(25-34(28,29)20-8-7-19(23)33-20)17(13-14)21(27)24-15-2-4-16(5-3-15)35(30,31)26-9-11-32-12-10-26/h1-8,13,25H,9-12H2,(H,24,27)	PQHLRGARXNPFCF-UHFFFAOYSA-N	ClC1=CC=C(S1)S(=O)(=O)NC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1
3458	25496-72-4	Glyceryl monooleate	C21H40O4	1,3-dihydroxypropan-2-yl (Z)-octadec-9-enoate	InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9-	UPWGQKDVAURUGE-KTKRTIGZSA-N	CCCCCCCCC=CCCCCCCCC(=O)OC(CO)CO
